項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
378,2569,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD225 - AD229,木材，J-Cal,T,d,----,----,BCD,PLD-8175,AMS法,1861,19,----,----,-20.77,0.2,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 36,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
379,2570,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD230 - AD234,木材，J-Cal,T,d,----,----,BCD,PLD-8176,AMS法,1836,20,----,----,-21.76,0.21,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 37,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
380,2571,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD235 - AD239,木材，J-Cal,T,d,----,----,BCD,PLD-8177,AMS法,1828,20,----,----,-21.48,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 38,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
381,2572,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD240 - AD244,木材，J-Cal,T,d,----,----,BCD,PLD-8178,AMS法,1813,20,----,----,-22.09,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 39 (rt),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
382,2574,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD250 - AD254,木材，J-Cal,T,d,----,----,BCD,PLD-8180,AMS法,1756,20,----,----,-21.38,0.25,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 41,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
383,2575,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD255 - AD259,木材，J-Cal,T,d,----,----,BCD,PLD-8181,AMS法,1766,20,----,----,-21.07,0.18,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 42,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
384,2576,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD260 - AD264,木材，J-Cal,T,d,----,----,BCD,PLD-8182,AMS法,1724,20,----,----,-22.74,0.19,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 43,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
385,2577,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD265 - AD269,木材，J-Cal,T,d,----,----,BCD,PLD-8183,AMS法,1681,21,----,----,-21.34,0.27,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 44,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
386,2578,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD270 - AD274,木材，J-Cal,T,d,----,----,BCD,PLD-8184,AMS法,1697,20,----,----,-21.38,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 45,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
387,2579,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD275 - AD279,木材，J-Cal,T,d,----,----,BCD,PLD-8185,AMS法,1759,20,----,----,-23.07,0.12,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 46,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
388,2580,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD280 - AD284,木材，J-Cal,T,d,----,----,BCD,PLD-8186,AMS法,1737,20,----,----,-21.72,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 47,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
389,2582,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD290 - AD294,木材，J-Cal,T,d,----,----,BCD,PLD-8188,AMS法,1783,22,----,----,-13.9,0.46,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 49 (re-rt),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
390,2583,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD295 - AD299,木材，J-Cal,T,d,----,----,BCD,PLD-8189,AMS法,1793,20,----,----,-21.12,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 50,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
391,2584,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD300 - AD304,木材，J-Cal,T,d,----,----,BCD,PLD-9400,AMS法,1801,26,----,----,-21.92,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 51,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
392,2585,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD305 - AD309,木材，J-Cal,T,d,----,----,BCD,PLD-9401,AMS法,1757,26,----,----,-21.39,0.17,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 52,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
393,2586,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD310 - AD314,木材，J-Cal,T,d,----,----,BCD,PLD-9402,AMS法,1784,25,----,----,-21.35,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 53,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
394,2587,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD315 - AD319,木材，J-Cal,T,d,----,----,BCD,PLD-9403,AMS法,1761,26,----,----,-21.52,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 54,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
395,2588,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD320 - AD324,木材，J-Cal,T,d,----,----,BCD,PLD-9404,AMS法,1769,26,----,----,-21.06,0.17,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 55,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
396,2590,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD330 - AD334,木材，J-Cal,T,d,----,----,BCD,PLD-9406,AMS法,1793,25,----,----,-20.74,0.12,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 57,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
397,2591,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD335 - AD339,木材，J-Cal,T,d,----,----,BCD,PLD-9407,AMS法,1723,29,----,----,-21.3,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 58,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
398,2592,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD340 - AD344,木材，J-Cal,T,d,----,----,BCD,PLD-9408,AMS法,1730,26,----,----,-21.7,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 59,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
399,2593,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD345 - AD349,木材，J-Cal,T,d,----,----,BCD,PLD-9409,AMS法,1691,30,----,----,-23.5,0.26,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 60,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
400,2594,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD350 - AD354,木材，J-Cal,T,d,----,----,BCD,PLD-9410,AMS法,1742,26,----,----,-21.28,0.12,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 61,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
401,2595,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD355 - AD359,木材，J-Cal,T,d,----,----,BCD,PLD-9411,AMS法,1720,26,----,----,-21.33,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 62,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
402,2596,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD360 - AD364,木材，J-Cal,T,d,----,----,BCD,PLD-9412,AMS法,1687,29,----,----,-21.63,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 63,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
403,2598,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD370 - AD374,木材，J-Cal,T,d,----,----,BCD,PLD-9414,AMS法,1712,26,----,----,-22.11,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 65,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
404,2599,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD375 - AD379,木材，J-Cal,T,d,----,----,BCD,PLD-9415,AMS法,1723,25,----,----,-21.21,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 66,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
405,2600,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD380 - AD384,木材，J-Cal,T,d,----,----,BCD,PLD-9416,AMS法,1685,26,----,----,-21.67,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 67,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
406,2601,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD385 - AD389,木材，J-Cal,T,d,----,----,BCD,PLD-9417,AMS法,1681,25,----,----,-21.16,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 68,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
407,2602,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD390 - AD394,木材，J-Cal,T,d,----,----,BCD,PLD-9418,AMS法,1680,25,----,----,-20.98,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 69,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
408,2603,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD395 - AD399,木材，J-Cal,T,d,----,----,BCD,PLD-9419,AMS法,1675,25,----,----,-21.71,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 70,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
409,2604,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材30BC - 26BC,木材，J-Cal,T,d,----,----,BCD,PLD-9978,AMS法,2035,22,----,----,-23.01,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 23 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
410,2606,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材20BC - 16BC,木材，J-Cal,T,d,----,----,BCD,PLD-9980,AMS法,1993,23,----,----,-24.28,0.11,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 25 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
411,2607,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材15BC - 11BC,木材，J-Cal,T,d,----,----,BCD,PLD-9981,AMS法,1988,26,----,----,-23.35,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 26 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
412,2608,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材10BC - 6BC,木材，J-Cal,T,d,----,----,BCD,PLD-9982,AMS法,1922,25,----,----,-26.28,0.34,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 27 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
413,2609,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材5BC - 1BC,木材，J-Cal,T,d,----,----,BCD,PLD-9983,AMS法,2036,23,----,----,-26.18,0.16,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 28 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
414,2610,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD1 - AD5,木材，J-Cal,T,d,----,----,BCD,PLD-9984,AMS法,2045,23,----,----,-24.13,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 29 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
415,2611,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD6 - AD10,木材，J-Cal,T,d,----,----,BCD,PLD-9985,AMS法,2025,22,----,----,-23.43,0.11,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 30 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
416,2612,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD11 - AD15,木材，J-Cal,T,d,----,----,BCD,PLD-9986,AMS法,2041,23,----,----,-24.93,0.22,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 31 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
417,2614,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD16 - AD20,木材，J-Cal,T,d,----,----,BCD,PLD-9987,AMS法,2051,22,----,----,-24.56,0.2,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 32 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
418,2615,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD21 - AD25,木材，J-Cal,T,d,----,----,BCD,PLD-9426,AMS法,2083,24,----,----,-21.47,0.12,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 33,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
419,2616,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD21 - AD25,木材，J-Cal,T,d,----,----,BCD,PLD-9988,AMS法,2020,24,----,----,-24.59,0.19,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 33 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
420,2613,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD16 - AD20,木材，J-Cal,T,d,----,----,BCD,PLD-9425,AMS法,2113,24,----,----,-21.8,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 32,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
421,2605,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材25BC - 21BC,木材，J-Cal,T,d,----,----,BCD,PLD-9979,AMS法,2063,23,----,----,-23.77,0.15,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR2 24 (rw),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
422,2597,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD365 - AD369,木材，J-Cal,T,d,----,----,BCD,PLD-9413,AMS法,1687,26,----,----,-20.74,0.11,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 64,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
423,2589,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD325 - AD329,木材，J-Cal,T,d,----,----,BCD,PLD-9405,AMS法,1795,26,----,----,-21.61,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 56,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
424,2581,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD285 - AD289,木材，J-Cal,T,d,----,----,BCD,PLD-8187,AMS法,1740,22,----,----,-20.46,0.13,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 48,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
425,2573,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD245 - AD249,木材，J-Cal,T,d,----,----,BCD,PLD-8179,AMS法,1834,20,----,----,-20.72,0.22,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 40,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
426,2565,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD205 - AD209,木材，J-Cal,T,d,----,----,BCD,PLD-8171,AMS法,1923,19,----,----,-21.58,0.18,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 32,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
427,2557,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD165 - AD169,木材，J-Cal,T,d,----,----,BCD,PLD-8159,AMS法,1866,24,----,----,-22.08,0.57,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 24,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
428,2538,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD70 - AD74,木材，J-Cal,T,d,----,----,BCD,PLD-8140,AMS法,1969,23,----,----,-18.83,0.44,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 5,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
429,2539,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD75 - AD79,木材，J-Cal,T,d,----,----,BCD,PLD-8141,AMS法,2010,24,----,----,-21.63,0.44,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 6,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
430,2540,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD80 - AD84,木材，J-Cal,T,d,----,----,BCD,PLD-8142,AMS法,1979,24,----,----,-20.78,0.48,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 7,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
431,2542,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD90 - AD94,木材，J-Cal,T,d,----,----,BCD,PLD-8144,AMS法,1990,24,----,----,-18.94,0.5,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 9,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
432,2543,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD95 - AD99,木材，J-Cal,T,d,----,----,BCD,PLD-8145,AMS法,1990,24,----,----,-22.04,0.47,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 10,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
433,2544,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD100 - AD104,木材，J-Cal,T,d,----,----,BCD,PLD-8146,AMS法,2009,24,----,----,-21.27,0.52,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 11,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
434,2545,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD105 - AD109,木材，J-Cal,T,d,----,----,BCD,PLD-8147,AMS法,1977,25,----,----,-22.49,0.47,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 12,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
435,2546,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD110 - AD114,木材，J-Cal,T,d,----,----,BCD,PLD-8148,AMS法,1950,24,----,----,-20.86,0.49,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 13,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
436,2547,20：長野県,遠山川河床,下伊那郡南信濃村遠山川河床,木材AD115 - AD119,木材，J-Cal,T,d,----,----,BCD,PLD-8149,AMS法,1977,25,----,----,-22.16,0.55,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,NNMSM-TR1 14,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
