"","LabCode","SampleID","CombineGroup","Region","SiteID","Site_Name_JP","Site_Address_JP","Context_JP","MaterialType_JP","MaterialType_En","PotteryPhase_JP","Phase","Phase_Details","PhaseAnalysis","CRA","Error","Delta13C","Delta13CError","Source"
"1696","IAAA-80894","9",NA,"Tokai",61,"丸尾北遺跡","静岡県沼津市足高","図136-11,FB層","土器付着物","Ceramic Organic Residue","2-2期(表裏縄紋)　I群f類","S2","S2-2","S2-2",10090,40,"-22.8","",""
"1697","IAAA-80895","10",NA,"Tokai",61,"丸尾北遺跡","静岡県沼津市足高","図136-12,FB層","土器付着物","Ceramic Organic Residue","2-2期(表裏縄紋)　I群f類","S2","S2-2","S2-2",10030,50,"-26.5","",""
"1698","IAAA-80896","11",NA,"Tokai",61,"丸尾北遺跡","静岡県沼津市足高","図136-4,FB層","土器付着物","Ceramic Organic Residue","2-2期(表裏縄紋)　I群b類","S2","S2-2","S2-2",9990,40,"-23.7","",""
"1699","IAAA-111032","分析番号9",NA,"Tokai",549,"富沢内野山Ⅰ西遺跡（土3地点）","静岡県裾野市富沢","遺物番号5257・報告番号147・YLU層","土器付着物","Ceramic Organic Residue","2-1期（無紋）","S2","S2-1","S2-1",11290,30,"-26.4","","静岡県埋蔵文化財センター2013『裾野市富沢・桃園の遺跡群II』静岡県埋蔵文化財センター調査報告31集"
"1700","IAAA-111033","分析番号10",NA,"Tokai",549,"富沢内野山Ⅰ西遺跡（土3地点）","静岡県裾野市富沢","遺物番号10994･10991・報告番号107・YLU層","土器付着物","Ceramic Organic Residue","1-2期（隆帯文）","S1","S1-2","S1-2",12230,40,"-34.3","","静岡県埋蔵文化財センター2013『裾野市富沢・桃園の遺跡群II』静岡県埋蔵文化財センター調査報告31集"
"1701","IAAA-111036","分析番号13",NA,"Tokai",549,"富沢内野山Ⅰ西遺跡（土3地点）","静岡県裾野市富沢","遺物番号4156・報告番号91・ZN層6号集石","土器付着物","Ceramic Organic Residue","2-1期（絡条体圧痕）葛原沢Ⅱ式並行","S2","S2-1","S2-1",10480,40,"-29","","静岡県埋蔵文化財センター2013『裾野市富沢・桃園の遺跡群II』静岡県埋蔵文化財センター調査報告31集"
"1702","IAAA-111037","分析番号14",NA,"Tokai",549,"富沢内野山Ⅰ西遺跡（土3地点）","静岡県裾野市富沢","遺物番号4170・報告番号98・ZN層6号集石","土器付着物","Ceramic Organic Residue","2-2期（回転縄紋）仲道A","S2","S2-2","S2-2",10430,40,"-25.2","","静岡県埋蔵文化財センター2013『裾野市富沢・桃園の遺跡群II』静岡県埋蔵文化財センター調査報告31集"
"1703","IAAA-111039","分析番号16",NA,"Tokai",549,"富沢内野山Ⅰ西遺跡（土3地点）","静岡県裾野市富沢","遺物番号10885・報告番号108・YLU層","土器付着物","Ceramic Organic Residue","草創期1期?","S1","S1-1","S1-1",12350,40,"-30.6","","静岡県埋蔵文化財センター2013『裾野市富沢・桃園の遺跡群II』静岡県埋蔵文化財センター調査報告31集"
"1704","IAAA-100736","",NA,"Tokai",91,"八分平E遺跡","静岡県駿東郡長泉町","漸移層874　富樫図1-1","土器付着物","Ceramic Organic Residue","1-2期（隆線文）","S1","S1-2","S1-2",11920,50,"-22.76","0.13","静岡県埋蔵文化財研究所2011『八分平E遺跡』"
"1705","MTC-9207","SZIT-1",NA,"Tokai",539,"三ノ原遺跡","静岡県伊東市富戸","","土器付着物","Ceramic Organic Residue","2-2期　多縄紋","S2","S2-2","S2-2",10160,50,"-29.2","","遠部慎・宮田佳樹・小林謙一2012「東海地方における縄文時代草創期から早期の土器の炭素14年代測定」『国立歴史民俗博物館研究報告』第172集"
"1706","MTC-9208","SZIT-3",NA,"Tokai",539,"三ノ原遺跡","静岡県伊東市富戸","","土器付着物","Ceramic Organic Residue","2-2期　多縄紋","S2","S2-2","S2-2",10110,80,"-25.5","","遠部慎・宮田佳樹・小林謙一2012「東海地方における縄文時代草創期から早期の土器の炭素14年代測定」『国立歴史民俗博物館研究報告』第172集"
"1707","BETA-167428","SSK-02",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市（旧芝川町）","5住居跡,覆土上層","炭化材","Charred Remains","2-1期(押圧縄紋)","S2","S2-1","S2-1",10850,40,"-27.2","","小林謙一2006「静岡県大窪鹿遺跡出土炭化物の14Ｃ年代測定」『大窪鹿遺跡・窪B遺跡』芝川町教育委員会"
"1708","YU-4576","SSK-15-b",NA,"Tokai",170,"大鹿窪遺跡","静岡県富士宮市大鹿窪（旧芝川町）","包含層3-1区,報告1,OSK-065","土器付着物","Ceramic Organic Residue","1-2期（隆帯文）","S1","S1-2","S1-2",10951,35,"","",""
"1709","NUTA2-12806","MNC11",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","2次9区8層上面・2集12図","炭化材","Charred Remains","1期　草創期前半","S1","S1-2","S1-2",12460,50,"","",""
"1710","NUTA2-12807","MNC12",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","1次8区6-1層・2集12図","炭化材","Charred Remains","1期　草創期前半","S1","S1-2","S1-2",10510,45,"","",""
"1711","NUTA2-12808","MNC13",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","1次1区・2集5図","炭化材","Charred Remains","1期　草創期前半","S1","S1-2","S1-2",12420,50,"","",""
"1712","NUTA2-12799","MNP1",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","2次3区7層・2集24図6","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",10460,45,"-25.7","",""
"1713","NUTA2-12800","MNP2",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","2次3区6層・2集24図4","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",10480,50,"-26","",""
"1714","NUTA2-12801","MNP3",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","1次2区・1集22図2","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",10430,60,"-26","",""
"1715","PLD-16475","MNP4",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","5次2トレンチ19層・不掲載","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",10400,25,"-25.7","",""
"1716","PLD-3794","",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","Ⅰ区遺物276,14図1","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11090,50,"-25.9","",""
"1717","PLD-3795","",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","A区遺物123,14図2","土器付着物","Ceramic Organic Residue","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",11730,50,"-29.1","",""
"1718","PLD-3796","",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","A区A58東レキ層","炭化材","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",12200,60,"-27","",""
"1719","PLD-3797","",NA,"Tokai",188,"宮西遺跡","愛知県田原市大久保町","A区A64","炭化材","Charred Remains","1-2期（隆線文）隆帯文","S1","S1-2","S1-2",12190,60,"-28.3","",""
"1720","NUTA-18517","",NA,"Tokai",421,"粥見井尻遺跡","三重県松坂市飯南町","Eb-6","土器付着物","Ceramic Organic Residue","2-1期（無文）","S2","S2-1","S2-1",11444,34,"","","名古屋大学年側総合研究センター2013名古屋大学加速器質量分析計業績報告XXIV"
"1721","NUTA-18732","",NA,"Tokai",421,"粥見井尻遺跡","三重県松坂市飯南町","Gb-5","土器付着物","Ceramic Organic Residue","2-1期（無文）","S2","S2-1","S2-1",11441,35,"","","名古屋大学年側総合研究センター2013名古屋大学加速器質量分析計業績報告XXIV"
"1722","PLD-9062","FMT-97（試料№97)",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","R区4Aｸﾞﾘｯﾄﾞ1区,19-22層","土器付着物","Ceramic Organic Residue","2-2期(多縄紋)","S2","S2-2","S2-2",10175,35,"","",""
"1723","KSU-397","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","80R3区東壁31層混礫砂層下部","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10080,60,"","",""
"1724","KSU-404","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","80R3区東壁33層茶褐色有機物層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10320,45,"","",""
"1725","KSU-361","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","80R2･3区ベルト31層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",9775,55,"","",""
"1726","KSU-1016","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","83T3区38D･39B･37B82層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10070,45,"","",""
"1727","KSU-1025","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84T2区29M60層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10270,45,"","",""
"1728","KSU-1026","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84T2区29M60層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10130,45,"","",""
"1729","KSU-1017","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","83T3区36E･38C･34D85層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10290,45,"","",""
"1730","KSU-1027","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84T2区22M62層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10770,160,"","",""
"1731","KSU-1028","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84T2区29M66層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",11830,55,"","",""
"1732","KSU-1029","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84T3区66層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",11800,55,"","",""
"1733","KSU-1015","",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","83T3区39B80層","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10070,55,"","",""
"1734","PLD-11455","FMT-47",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","R1区4B-32層　報告73","土器付着物","Ceramic Organic Residue","2-2期(多縄紋)","S2","S2-2","S2-2",10215,30,"","",""
"1735","IAAA-30049","FMT-8141",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84年度T6区28E,11層,№8141","木材","Wood","2-2期(多縄紋)","S2","S2-2","S2-2",10160,60,"","","西本豊弘編2009『弥生農耕の起源と東アジアー炭素年代測定による高精度編年体系の構築ー　研究成果報告書』平成16～20年度学術創成研究費（課題番号16GS0118）"
"1736","IAAA-30476","FMT-8329",NA,"Kinai",526,"鳥浜貝塚","福井県三方上中郡若狭町","84年度T2261,区28層,№8239","木材","Wood","1-1期（隆線文）　","S1","S1-1","S1-1",11220,80,"","","西本豊弘編2009『弥生農耕の起源と東アジアー炭素年代測定による高精度編年体系の構築ー　研究成果報告書』平成16～20年度学術創成研究費（課題番号16GS0118）"
"1737","IAAA-100020","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","D区T-1S086埋土","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11040,50,"-24.67","0.43","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1738","IAAA-100021","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","D区T-1S086埋土","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11030,50,"-24.01","0.66","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1739","IAAA-100022","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","D区T-1S086埋土","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11210,50,"-17.24","0.64","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1740","IAAA-100023","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","E区T-2S006南ブロック埋土","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11120,50,"-20.82","0.56","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1741","IAAA-100024","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","E区T-2S006南ブロック埋土","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11040,50,"-20.13","0.41","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1742","IAAA-100025","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","E区T-2S006南ブロック埋土","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11050,50,"-20.71","0.58","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1743","IAAA-100026","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","E区T-3S001床面直上","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",10970,50,"-22.61","0.62","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1744","IAAA-100027","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","E区T-3S001床面直上","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",11090,50,"-20.23","0.52","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1745","IAAA-100028","",NA,"Kinai",389,"相谷熊原遺跡","滋賀県東近江市永源寺相谷町","E区T-3S001床面直上","炭化物","Charred Remains","2-1期（無文・爪形文?）","S2","S2-1","S2-1",10870,50,"-21.55","","滋賀県教委2014『相谷熊原遺跡』Ⅰ"
"1746","MTC-4312","EHKM-C1",NA,"ChuShikoku",37,"上黒岩岩陰遺跡","愛媛県上浮穴群久万高原町（旧美川村）","5次,A区-8c層176","炭化材","Charred Remains","1-1期（隆線文）　","S1","S1-1","S1-1",12420,60,"-20.5","","春成秀爾・小林謙一2009『国立歴史民俗博物館研究報告』154"
"1747","BETA-201260","EHKM-C2",NA,"ChuShikoku",37,"上黒岩岩陰遺跡","愛媛県上浮穴群久万高原町（旧美川村）","3次,C拡,9-4層","炭化材","Charred Remains","1-1期（隆線文）　","S1","S1-1","S1-1",12530,40,"-24.4","","春成秀爾・小林謙一2009『国立歴史民俗博物館研究報告』154"
"1748","PLD-6288","FUFU-3",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","5次,972901159,741集図13-44","土器付着物","Ceramic Organic Residue","2-1期?刺突文・無紋（大原D3式）","S2","S2-1","S2-1",10480,30,"-29.59","",""
"1749","GAK-20568","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","SC003","炭化材","Charred Remains","2-1期?条痕紋","S2","S2-1","S2-1",10880,110,"","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1750","BETA-150222","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区　SC014","炭化材","Charred Remains","2-1期?条痕紋","S2","S2-1","S2-1",10680,130,"-25.2","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1751","BETA-150220","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区W4SX051（4001内）","堆積物","Sediment","2-1期?条痕紋","S2","S2-1","S2-1",10620,60,"-24.7","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1752","BETA-150221","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区C6（IIIh層）","堆積物","Sediment","2-1期?条痕紋","S2","S2-1","S2-1",11100,40,"-25.9","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1753","BETA-150223","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区SC029","堆積物","Sediment","2-1期?条痕紋","S2","S2-1","S2-1",10650,90,"-20.4","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1754","BETA-150225","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区e7-239(IIIk層)","炭化材","Charred Remains","2-1期?条痕紋","S2","S2-1","S2-1",11270,60,"-28.5","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1755","BETA-150226","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区Iグリッド（HI間土層8層)","堆積物","Sediment","2-1期?条痕紋","S2","S2-1","S2-1",11710,40,"-25.4","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1756","BETA-151952","№11",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区V3-13(4001上部)","炭化材","Charred Remains","2-1期?条痕紋","S2","S2-1","S2-1",10890,50,"-26.8","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1757","BETA-151737","№10",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区C6-618（IIIa層)","堆積物","Sediment","2-1期?条痕紋","S2","S2-1","S2-1",11190,40,"-25.8","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1758","BETA-139872","",NA,"Kyushu",155,"大原D遺跡","福岡県福岡市西区今津","14区Uグリッドトレンチ10層","炭化材ふくむ土壌","Charred Remains","2-1期?条痕紋","S2","S2-1","S2-1",11480,100,"-26.9","","福岡市教委2003『大原D遺跡群4』福岡市埋蔵文化財センター発掘調査報告書第741集"
"1759","MTC-11296","NASB-7",NA,"Kyushu",331,"泉福寺洞穴","長崎県佐世保市瀬戸越","7トレC・D区8b層538,麻生編1985図63","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12220,80,"-50.1","","西本豊弘編2009『弥生農耕の起源と東アジアー炭素年代測定による高精度編年体系の構築ー　研究成果報告書』平成16～20年度学術創成研究費（課題番号16GS0118）"
"1760","GAK-949","",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","Ⅱ層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12400,350,"","",""
"1761","GAK-950","",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","Ⅲ層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12700,500,"","",""
"1762","BETA-252743","",NA,"Kyushu",388,"直谷稲荷神社","長崎県佐世保市吉井町","","土器付着物","Ceramic Organic Residue","1-2期?　無紋","S1","S1-2","S1-2",11980,70,"-24.8","",""
"1763","IAAA-100033","90008",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","B区3層上面","炭化物","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12360,40,"","","鹿又喜隆・村田弘之・梅川隆寬・洪惠媛・柳田俊雄・阿子島香・鈴木三男・井上巌・早瀬亮介・小原圭一2015「九州地方における洞穴遺跡の研究―長崎県福井洞穴第三次発掘調査報告書―」『東北大学総合学術博物館紀要』№14, 東北大学総合学術博物館"
"1764","IAAA-132061","p.446",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","C区2層5","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12790,40,"-23.29","",""
"1765","IAAA-140133","p.538",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","C区2層8","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12710,40,"-24.13","",""
"1766","IAAA-120328","p.800",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","A区3層最下部","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12620,40,"-23.39","",""
"1767","IAAA-132060","p.815",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","A区3層最下部","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12610,40,"-25.99","",""
"1768","IAAA-133574","p.816",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","A区3層最下部","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12590,40,"-23.32","",""
"1769","IAAA-140134","p.900",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","A区3層最下部","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12750,40,"-22.11","",""
"1770","IAAA-132062","p.591",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","C区2層9","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12890,40,"-22.72","",""
"1771","PLD-25713","",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr２層　水洗","土器付着物","Ceramic Organic Residue","1-1期（隆線文）","S1","S1-1","S1-1",12645,35,"-24.44","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1772","PLD-21101","1366",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr２b層　北壁10層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12470,50,"-31.24","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1773","PLD-25709","1381",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr２b層　北壁9層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12505,35,"-27.9","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1774","PLD-25708","1359",69,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr３層（奥壁）　北壁9層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13210,40,"-32.85","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1775","PLD-25710","1825",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr３a層　北壁10層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12825,35,"-27.97","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1776","PLD-25711","1907",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr３a層　北壁10層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12960,40,"-26.62","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1777","PLD-21103","1580",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr４層　南壁23層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13310,40,"-24.18","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1778","PLD-21106","2434",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr７層　南壁30層直上","炭化材","Charred Remains","","S0","","S0",13930,50,"-31.6","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1779","PLD-22344","2308",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","第1Tr７層　北壁30層","炭化材","Charred Remains","","S0","","S0",13265,40,"-29.99","","工藤雄一郎2016「福井洞窟の14C年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』217-220"
"1780","IAAA-123718","621",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁2層　南壁12層（2層上）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",12468,45,"-25.49","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1781","IAAA-120593","1664",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","北壁3a層　北壁10層（3層下）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13132,45,"-28.08","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1782","IAAA-123719","2054",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","北壁3c層　北壁11層（4層上）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13186,45,"-25.65","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1783","IAAA-123721","1547",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁3c層　南壁22層（4層上）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13236,47,"-29.31","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1784","IAAA-120592","1359",69,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","北壁3c層　北壁9層（3層上）奥壁","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13294,46,"-29.16","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1785","IAAA-123720","1424",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁3c層　南壁20層","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13404,45,"-24.46","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1786","IAAA-120601","1760",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁3c層　南壁23層（4層下）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13374,46,"-24.51","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1787","IAAA-120600","1220",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁4層　南壁16層（3層上）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13404,45,"-25.59","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1788","IAAA-120602","1982",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁4層　南壁24層（5層）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13404,45,"-25.59","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
"1789","IAAA-120599","1257",NA,"Kyushu",405,"福井洞穴","長崎県佐世保市吉井町","南壁4層　南壁15層（2層下）","炭化材","Charred Remains","1-1期（隆線文）","S1","S1-1","S1-1",13443,48,"-29.36","","辻本裕也2016「出土植物質炭化物の放射性炭素年代測定」『佐世保市文化財調査報告書第14集　史跡福井洞窟発掘調査報告書』221-224"
